,lextype,id,woi,senseid,context
348,accident-n,800375,accident,532675,"Plus up to #80 payable for every day you are in hospital  due to an accident, for any length of time from one day, up to  100 days.  To provide an even higher level of protection for our customers we will double the amount payable on death after an accident, if both husband and wife die as the result of the same accident. And you will also receive a special Convalescence payment of up to #800 if you remain in hospital for 10 or more days after an accident."
349,accident-n,800376,accident,538889,"This so-called `collateral source rule"" is far more categorical and far-reaching than the ambivalent and vacillating posture of English and Commonwealth courts.  English lawmakers in particular have long been uneasy about reconciling the compensatory purpose of damages with ignoring the substantial benefits to accident victims from public sources under expanding social security programmes."
350,accident-n,800377,accident,532675,21 Prime Minister of the Netherlands.  2 Pamella Bordes was in a car accident.
351,accident-n,800378,accident,532675,"A letter sent out yesterday, signed by Tom Crosby, acting chief officer of the London Ambulance Service, was described by union officials as an `own goal"".  In it, Mr Crosby also warns ambulance personnel that they would be liable to civil prosecution for damages from both patients and other members of the public if there is an accident."
352,accident-n,800379,accident,532675,A thanksgiving.  All those who went through the ordeal had at some time survived an accident or illness when their lives had been despaired of.
353,accident-n,800380,accident,532675,"I'm sorry, we haven't that report, we'll try and bring that to you later.  A motorcyclist has been taken to hospital in north Oxfordshire tonight, following an accident on the A thirty four near Enstone."
354,accident-n,800381,accidents,532675,"Another #131,000 has been added to the budget for traffic management.  In 1998 there were 2,537 accidents, compared with last year's tally of 2,612 &dash. a three per cent increase."
355,accident-n,800382,accidents,532675,"Go to any firm and ask to see their written safety policy &dash. legally required under Section 2 (3) of the Health and Safety at Work Act 1974 &dash. and those without a single word on paper will make their excuses (and this includes nearly every UK Football Club).  This year, in its Plan of Work for 1989-90 and Beyond, the Government's Health and Safety Commission identified management failure as the main cause of accidents at work."
356,accident-n,800383,accident,538889,"Equipment was `clapped out"".  Mr Parkinson had `fiddled the statistics"" to make the accident record seem worse under Labour and better under the Conservatives."
357,accident-n,800384,accident,532674,"Each is the good king, the shepherd of his people, and yet each has laboured from birth under a curse; their actions must reflect this double destiny, and hence their character acquires a double aspect.  It is by an accident that these three characters acquire individuality, an accident that may be called the beginning of character-study in European drama."
358,accident-n,800385,accident,532674,"Part of her poured it out willingly.  Now she knew him, she understood that he was a man who could have been great were he not confined in a small cage by the accident of his birth."
359,accident-n,800386,accident,532675,"Bad in all directions there, particularly heading north on that A34.  Elsewhere the A401 still very heavy in both directions between Abingdon and Dorchester-on-the- Thames due to an accident a little bit earlier on this evening."
